param_name,param_value,scenario_id,scenario_name,margin_rate,gross_profit,margin_ok
shipping_buffer,700,S07,エゾシカ+日本酒,0.1164,1225,False
shipping_buffer,700,S08,3仕入先,-0.0146,-100,False
shipping_buffer,700,S09,低単価単品・遠方,0.0367,90,False
shipping_buffer,700,S10,高単価まとめ・近場,0.2668,3472,True
shipping_buffer,800,S01,単品エゾシカ高単価,0.1906,1415,True
shipping_buffer,800,S02,単品エゾシカ低単価,0.2168,645,True
shipping_buffer,800,S03,エゾシカ2品,0.2485,1690,True
shipping_buffer,800,S04,エゾシカ3品,0.2805,2682,True
shipping_buffer,800,S05,エゾシカ4品以上,0.2783,3162,True
shipping_buffer,800,S06,エゾシカ+乳製品,0.0852,520,False
shipping_buffer,800,S07,エゾシカ+日本酒,0.1329,1425,False
shipping_buffer,800,S08,3仕入先,0.028,200,False
shipping_buffer,800,S09,低単価単品・遠方,0.0745,190,False
shipping_buffer,800,S10,高単価まとめ・近場,0.2834,3772,True
shipping_buffer,1000,S01,単品エゾシカ高単価,0.2118,1615,True
shipping_buffer,1000,S02,単品エゾシカ低単価,0.2661,845,True
shipping_buffer,1000,S03,エゾシカ2品,0.2903,2090,True
shipping_buffer,1000,S04,エゾシカ3品,0.323,3282,True
shipping_buffer,1000,S05,エゾシカ4品以上,0.3258,3962,True
shipping_buffer,1000,S06,エゾシカ+乳製品,0.1415,920,False
shipping_buffer,1000,S07,エゾシカ+日本酒,0.164,1825,True
shipping_buffer,1000,S08,3仕入先,0.1032,800,False
shipping_buffer,1000,S09,低単価単品・遠方,0.1418,390,False
shipping_buffer,1000,S10,高単価まとめ・近場,0.3143,4372,True
